category,metric,week_start,week_end,week_range,value
Leads,Total Number of Leads PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,11
Leads,Total Number of PTH calls,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold invoices cancelled,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold invoices cancelled,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold invoices outstanding,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,3
Sales,Hold invoices outstanding,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold invoices paid over 2 days,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold invoices paid over 3 days,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold invoices paid within 2 days,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,7
Sales,Hold invoices paid within 3 days,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold invoices raised EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,10
Sales,Hold invoices raised PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Hold to Paid conversion EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,7
Sales,Hold to Paid conversion PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Sales,Lead to quote,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,17
Sales,Qualified Lead to Hold conversion EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0.45
Sales,Qualified Lead to Hold conversion PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Leads,Alumnae EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,4
Leads,Alumnae PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Leads,Daily Average EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,16
Leads,Daily Average PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,1
Leads,EH IG,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Leads,EH Live Chat,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,6
Leads,EH Opt in pop up box,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,59
Leads,EH WhatsApp,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,20
Leads,Nuture Sequence EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Leads,Nuture Sequence PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Leads,PTH IG,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Leads,PTH Opt in pop up box,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,4
Leads,PTH WhatsApp,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,4
Leads,QUALIFIED LEADS EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,43
Leads,QUALIFIED LEADS PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,4
Leads,Total Number of EH calls,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,4
Leads,Total Number of Leads EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,115
Leads,Total Number of Leads PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,9
Leads,Total Number of PTH calls,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Sales,Hold invoices cancelled,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,1
Sales,Hold invoices cancelled,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Sales,Hold invoices outstanding,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,4
Sales,Hold invoices outstanding,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,2
Sales,Hold invoices paid over 2 days,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Sales,Hold invoices paid over 3 days,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Sales,Hold invoices paid within 2 days,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,11
Sales,Hold invoices paid within 3 days,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0
Sales,Hold invoices raised EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,15
Sales,Hold invoices raised PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,3
Sales,Hold to Paid conversion EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,11
Sales,Hold to Paid conversion PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,1
Sales,Lead to quote,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,28
Sales,Qualified Lead to Hold conversion EH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0.35
Sales,Qualified Lead to Hold conversion PTH,2025-08-26,2025-09-01,26-08-2025 - 01-09-2025,0.75
Leads,Alumnae EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,7
Leads,Alumnae PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,1
Leads,Daily Average EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,19
Leads,Daily Average PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,2
Leads,EH IG,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Leads,EH Live Chat,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,11
Leads,EH Opt in pop up box,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,60
Leads,EH WhatsApp,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,38
Leads,Nuture Sequence EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Leads,Nuture Sequence PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Leads,PTH IG,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Leads,PTH Opt in pop up box,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,4
Leads,PTH WhatsApp,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,5
Leads,QUALIFIED LEADS EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,53
Leads,QUALIFIED LEADS PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,6
Leads,Total Number of EH calls,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,2
Leads,Total Number of Leads EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,130
Leads,Total Number of Leads PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,11
Leads,Total Number of PTH calls,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Sales,Hold invoices cancelled,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,3
Sales,Hold invoices cancelled,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Sales,Hold invoices outstanding,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,10
Sales,Hold invoices outstanding,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Sales,Hold invoices paid over 2 days,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Sales,Hold invoices paid over 3 days,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0
Sales,Hold invoices paid within 2 days,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,19
Sales,Hold invoices paid within 3 days,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,1
Sales,Hold invoices raised EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,29
Sales,Hold invoices raised PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,1
Sales,Hold to Paid conversion EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,19
Sales,Hold to Paid conversion PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,1
Sales,Lead to quote,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,40
Sales,Qualified Lead to Hold conversion EH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0.55
Sales,Qualified Lead to Hold conversion PTH,2025-09-02,2025-09-08,02-09-2025 - 08-09-2025,0.17
Leads,Alumnae EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,9
Leads,Alumnae PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,3
Leads,Daily Average EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,15
Leads,Daily Average PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,1
Leads,EH IG,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,2
Leads,EH Live Chat,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,6
Leads,EH Opt in pop up box,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,43
Leads,EH WhatsApp,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,31
Leads,Nuture Sequence EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Leads,Nuture Sequence PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Leads,PTH IG,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Leads,PTH Opt in pop up box,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,3
Leads,PTH WhatsApp,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,6
Leads,QUALIFIED LEADS EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,44
Leads,QUALIFIED LEADS PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,7
Leads,Total Number of EH calls,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Leads,Total Number of Leads EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,106
Leads,Total Number of Leads PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,10
Leads,Total Number of PTH calls,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Sales,Hold invoices cancelled,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,3
Sales,Hold invoices cancelled,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Sales,Hold invoices outstanding,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,5
Sales,Hold invoices outstanding,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Sales,Hold invoices paid over 2 days,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,2
Sales,Hold invoices paid over 3 days,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0
Sales,Hold invoices paid within 2 days,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,28
Sales,Hold invoices paid within 3 days,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,2
Sales,Hold invoices raised EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,26
Sales,Hold invoices raised PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,2
Sales,Hold to Paid conversion EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,28
Sales,Hold to Paid conversion PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,2
Sales,Lead to quote,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,33
Sales,Qualified Lead to Hold conversion EH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0.59
Sales,Qualified Lead to Hold conversion PTH,2025-09-09,2025-09-15,09-09-2025 - 15-09-2025,0.17
Sales,Hold invoices cancelled,NA,NA,NA,2
Sales,Hold invoices cancelled,NA,NA,NA,0
Sales,Hold invoices outstanding,NA,NA,NA,4
Sales,Hold invoices outstanding,NA,NA,NA,0
Sales,Hold invoices paid over 2 days,NA,NA,NA,2
Sales,Hold invoices paid over 3 days,NA,NA,NA,0
Sales,Hold invoices paid within 2 days,NA,NA,NA,7
Sales,Hold invoices paid within 3 days,NA,NA,NA,0
Sales,Hold invoices raised EH,NA,NA,NA,15
Sales,Hold invoices raised PTH,NA,NA,NA,0
Sales,Hold to Paid conversion EH,NA,NA,NA,9
Sales,Hold to Paid conversion PTH,NA,NA,NA,0
Sales,Lead to quote,NA,NA,NA,19
Sales,Qualified Lead to Hold conversion EH,NA,NA,NA,0.42
Sales,Qualified Lead to Hold conversion PTH,NA,NA,NA,0
